z;id;descricao;id;descricao
3277768457565696499;36;Grand strategy wargame;47;Board game / Card game
3291834138615732910;31;Multiplayer online battle arena (MOBA);55;Personalized game
3303047843476954147;20;First-person party-based RPG;47;Board game / Card game
3307349453729000358;8;Survival horror;40;Sports-based fighting
3363159366526690135;23;Fantasy;36;Grand strategy wargame
3363427969703830055;36;Grand strategy wargame;8;Survival horror
3382566443842304360;8;Survival horror;33;Turn-based strategy (TBS)
3389512414768499613;48;Advergame;24;Construction and management simulation
3391306003845954902;25;Life simulation;34;Turn-based tactics (TBT)
3405722570310448445;24;Construction and management simulation;12;Visual novels
3408865921240807832;26;Vehicle simulation;10;Text adventures
3413972923529630650;29;Real-time strategy (RTS);6;Survival games
3438656742627312304;2;Shooter games;22;Choices
3444248063362973762;52;Educational game;49;Art game
3444291183578861216;7;Rhythm games;14;Real-time 3D adventures
3459454948212395461;36;Grand strategy wargame;30;Real-time tactics (RTT)
3488503516075110114;45;Logic game;18;Tactical RPG
3498133715436217991;27;4X game;46;Trivia game
3499000369100591456;53;Electronic sports;55;Personalized game
3505600640626051095;18;Tactical RPG;1;Platform games
3506905389332673646;28;Artillery game;22;Choices
3521649125217434868;53;Electronic sports;54;Exergame
3533726306342870495;55;Personalized game;31;Multiplayer online battle arena (MOBA)
3540177771910465676;3;Fighting games;23;Fantasy
3544485610426787935;2;Shooter games;11;Graphic adventures
3545882123413779095;34;Turn-based tactics (TBT);52;Educational game
3552289847132527571;16;MMORPG;18;Tactical RPG
3553161209748405319;5;Stealth game;50;Casual game
3553773634999617581;21;Cultural differences;27;4X game
3554273004465060867;29;Real-time strategy (RTS);8;Survival horror
3555130049390560443;9;Metroidvania;9;Metroidvania
3556603616089840006;24;Construction and management simulation;5;Stealth game
3561730102620173935;50;Casual game;48;Advergame
3567699965217873143;54;Exergame;33;Turn-based strategy (TBS)
3568271051946821888;21;Cultural differences;11;Graphic adventures
3575558501374954130;46;Trivia game;26;Vehicle simulation
3584051200590611827;21;Cultural differences;4;Beat em up games
3585436198487429476;37;Racing;52;Educational game
3586114520667787176;35;Wargame;10;Text adventures
3586755215646835127;4;Beat em up games;46;Trivia game
3588392053414985350;5;Stealth game;19;Sandbox RPG
3589127636803054136;35;Wargame;22;Choices
3590325459420306890;42;Casual games;51;Christian game
3590348421380529390;14;Real-time 3D adventures;50;Casual game
3596211054796836290;39;Competitive;24;Construction and management simulation
3598784881444128087;5;Stealth game;27;4X game
3602511181933383964;32;Tower defense;50;Casual game
3605097248265169043;16;MMORPG;46;Trivia game
3613183854436996096;29;Real-time strategy (RTS);26;Vehicle simulation
3617297937288000668;41;MMO;47;Board game / Card game
3636109645443721222;12;Visual novels;3;Fighting games
3661249495724365273;4;Beat em up games;42;Casual games
3671351270037144035;53;Electronic sports;47;Board game / Card game
3678763743023877938;45;Logic game;29;Real-time strategy (RTS)
3683597202881448978;21;Cultural differences;10;Text adventures
3686032554616944767;56;Serious game;40;Sports-based fighting
3691983876599974609;25;Life simulation;36;Grand strategy wargame
3697708882169916012;4;Beat em up games;4;Beat em up games
3704645931822321337;26;Vehicle simulation;55;Personalized game
3722178658501018628;44;Programming game;47;Board game / Card game
3726090101137210897;46;Trivia game;37;Racing
3743256430257187033;52;Educational game;32;Tower defense
3743344152855480307;2;Shooter games;34;Turn-based tactics (TBT)
3743704188502975767;16;MMORPG;10;Text adventures
3750013533150425943;50;Casual game;13;Interactive movie
3757724598719594420;20;First-person party-based RPG;28;Artillery game
3761534055689558840;35;Wargame;38;Sports game
3767232715947971171;8;Survival horror;56;Serious game
3771313996453363786;54;Exergame;18;Tactical RPG
3771456325714885272;34;Turn-based tactics (TBT);14;Real-time 3D adventures
3773682091000319718;4;Beat em up games;50;Casual game
3776939256120861802;12;Visual novels;48;Advergame
3778541275389618027;12;Visual novels;54;Exergame
3789924947668743084;32;Tower defense;28;Artillery game
3798238129310342208;16;MMORPG;56;Serious game
3818203125222071553;56;Serious game;1;Platform games
3818544553533521503;16;MMORPG;5;Stealth game
3828142466784658356;54;Exergame;23;Fantasy
3838194634764396886;28;Artillery game;46;Trivia game
3838537310254935665;50;Casual game;11;Graphic adventures
3857740253014094374;32;Tower defense;33;Turn-based strategy (TBS)
3864845009078346964;26;Vehicle simulation;20;First-person party-based RPG
3876375995846374473;24;Construction and management simulation;31;Multiplayer online battle arena (MOBA)
3880920999676855114;49;Art game;2;Shooter games
3885804848015194415;10;Text adventures;1;Platform games
3885844733800199040;47;Board game / Card game;1;Platform games
3901972730910941058;55;Personalized game;19;Sandbox RPG
3905139142080187213;25;Life simulation;1;Platform games
3905228412514774660;45;Logic game;40;Sports-based fighting
3905708152875427978;24;Construction and management simulation;35;Wargame
3911429612679686368;48;Advergame;54;Exergame
3914448147243661052;33;Turn-based strategy (TBS);8;Survival horror
3924630635350017912;45;Logic game;14;Real-time 3D adventures
3926619037046181939;13;Interactive movie;48;Advergame
3939633163005791257;22;Choices;9;Metroidvania
3957032843542277845;20;First-person party-based RPG;41;MMO
3968459164785482180;48;Advergame;35;Wargame
3975854566681840163;16;MMORPG;43;Party game
3977477215762544454;13;Interactive movie;23;Fantasy
3984267709355907479;4;Beat em up games;2;Shooter games
3991415230606289349;22;Choices;26;Vehicle simulation
3998498698221683192;1;Platform games;6;Survival games
3999488941529728809;50;Casual game;23;Fantasy
4001921317860068582;24;Construction and management simulation;10;Text adventures
4012804926475341501;55;Personalized game;27;4X game
4017828806942153259;37;Racing;28;Artillery game
4019020641351737569;24;Construction and management simulation;46;Trivia game
4027448725432689688;38;Sports game;3;Fighting games
4029450450614859871;48;Advergame;49;Art game
4032237947659952269;11;Graphic adventures;20;First-person party-based RPG
4037343931035548417;54;Exergame;5;Stealth game
4044588400797330212;23;Fantasy;42;Casual games
4050169216824699172;30;Real-time tactics (RTT);7;Rhythm games
4051424120168002147;7;Rhythm games;52;Educational game
4053927472907138694;34;Turn-based tactics (TBT);11;Graphic adventures
4061293287962954022;52;Educational game;55;Personalized game
4067367803110786990;12;Visual novels;45;Logic game
4068819859779365666;48;Advergame;55;Personalized game
4071871116824548822;32;Tower defense;52;Educational game
4087247494885859617;15;Action RPG;42;Casual games
4088250782222779514;11;Graphic adventures;26;Vehicle simulation
4091819130205191605;44;Programming game;11;Graphic adventures
4093702575695988129;1;Platform games;34;Turn-based tactics (TBT)
4094124972990831391;18;Tactical RPG;18;Tactical RPG
4095400488805938158;49;Art game;13;Interactive movie
4106278486758713074;35;Wargame;11;Graphic adventures
4119324927433250916;5;Stealth game;21;Cultural differences
4122896943089559009;33;Turn-based strategy (TBS);56;Serious game
4134925838135288720;53;Electronic sports;44;Programming game
4141507998391492264;25;Life simulation;48;Advergame
4142225831286191611;33;Turn-based strategy (TBS);4;Beat em up games
4146002474769866923;53;Electronic sports;32;Tower defense
4146367666206633759;53;Electronic sports;13;Interactive movie
4150790989926777193;3;Fighting games;29;Real-time strategy (RTS)
4153472010109804111;21;Cultural differences;41;MMO
4154502712386090022;33;Turn-based strategy (TBS);33;Turn-based strategy (TBS)
4156625443864816879;51;Christian game;18;Tactical RPG
4157462479903200098;52;Educational game;23;Fantasy
4167473433037294733;23;Fantasy;19;Sandbox RPG
4173743331499737223;2;Shooter games;49;Art game
4185403083091675128;1;Platform games;15;Action RPG
4186902894742801271;29;Real-time strategy (RTS);29;Real-time strategy (RTS)
4190428319170341569;56;Serious game;14;Real-time 3D adventures
4192418890424992712;41;MMO;20;First-person party-based RPG
4197445084852795683;55;Personalized game;36;Grand strategy wargame
4197785557077273684;3;Fighting games;25;Life simulation
4205497955342137977;36;Grand strategy wargame;52;Educational game
4207520038481446330;17;Roguelikes;20;First-person party-based RPG
4207878959129717842;7;Rhythm games;6;Survival games
4208582318910222616;2;Shooter games;2;Shooter games
4211204488873021953;53;Electronic sports;38;Sports game
4215701410585840552;34;Turn-based tactics (TBT);51;Christian game
4221583080537394032;25;Life simulation;55;Personalized game
4225141096807470252;13;Interactive movie;43;Party game
4233872165987983120;28;Artillery game;4;Beat em up games
4237128276465965509;28;Artillery game;28;Artillery game
4239696224909388063;14;Real-time 3D adventures;29;Real-time strategy (RTS)
4254237889933099975;31;Multiplayer online battle arena (MOBA);17;Roguelikes
4254488810356317664;48;Advergame;50;Casual game
4255174219697809798;47;Board game / Card game;20;First-person party-based RPG
4255190664015988654;8;Survival horror;16;MMORPG
4256851604011027309;29;Real-time strategy (RTS);12;Visual novels
4260467475951687995;44;Programming game;43;Party game
4273791137792114580;56;Serious game;25;Life simulation
4274061633381180918;10;Text adventures;42;Casual games
4286371177649695271;55;Personalized game;42;Casual games
4289571679309484350;9;Metroidvania;53;Electronic sports
4305301717327153603;1;Platform games;16;MMORPG
4309686981692078255;46;Trivia game;44;Programming game
4311910439176585933;1;Platform games;5;Stealth game
4316962987292612017;15;Action RPG;9;Metroidvania
4338360346323472542;27;4X game;25;Life simulation
4339705026679160273;27;4X game;23;Fantasy
4340614114861150665;3;Fighting games;35;Wargame
4352181610298539449;10;Text adventures;25;Life simulation
4359512898979740101;35;Wargame;42;Casual games
4366123656125760432;49;Art game;17;Roguelikes
4370236823092794067;12;Visual novels;53;Electronic sports
4370799136668571945;54;Exergame;7;Rhythm games
4373601617315357107;37;Racing;18;Tactical RPG
4374223568700198426;30;Real-time tactics (RTT);8;Survival horror
4379747407996361479;18;Tactical RPG;19;Sandbox RPG
4380334695512222042;37;Racing;39;Competitive
4411569327326738280;22;Choices;46;Trivia game
4415566659475626905;8;Survival horror;19;Sandbox RPG
4423413370789332992;13;Interactive movie;12;Visual novels
4425887644580313372;8;Survival horror;42;Casual games
4431273957609059680;50;Casual game;27;4X game
4434946691510038672;36;Grand strategy wargame;46;Trivia game
4445464745248558443;26;Vehicle simulation;37;Racing
4447394510147468768;36;Grand strategy wargame;38;Sports game
4452856150094956751;54;Exergame;45;Logic game
4475131845794259432;36;Grand strategy wargame;50;Casual game
4475957354774482788;10;Text adventures;32;Tower defense
4484091989569880435;9;Metroidvania;6;Survival games
4487381189136115859;22;Choices;41;MMO
4495922160398729881;23;Fantasy;22;Choices
4496092932049067207;39;Competitive;1;Platform games
4496967006224084188;13;Interactive movie;4;Beat em up games
4500170160776558255;55;Personalized game;32;Tower defense
4504336433388975495;13;Interactive movie;29;Real-time strategy (RTS)
4510931172287435986;39;Competitive;43;Party game
4513395301539252077;6;Survival games;24;Construction and management simulation
4515758061055907660;21;Cultural differences;21;Cultural differences
4517634770194684661;53;Electronic sports;5;Stealth game
4518076736040697948;39;Competitive;13;Interactive movie
4523601354596764026;13;Interactive movie;44;Programming game
4526173600260472546;18;Tactical RPG;46;Trivia game
4527979029586300231;6;Survival games;22;Choices
4533304869847274737;15;Action RPG;5;Stealth game
4548500625427826822;30;Real-time tactics (RTT);29;Real-time strategy (RTS)
4557520237900678550;46;Trivia game;12;Visual novels
4582707175498406890;19;Sandbox RPG;3;Fighting games
4583436757858435797;10;Text adventures;55;Personalized game
4584200788370964813;25;Life simulation;50;Casual game
4594057092548039791;46;Trivia game;15;Action RPG
4599478335223444748;46;Trivia game;49;Art game
4604857237626097878;11;Graphic adventures;37;Racing
4606568302426412276;4;Beat em up games;28;Artillery game
4613722443617615260;50;Casual game;4;Beat em up games
4617396570502099392;41;MMO;26;Vehicle simulation
4621580349298254710;5;Stealth game;15;Action RPG
4628349488635925948;43;Party game;10;Text adventures
4630444367347598938;45;Logic game;49;Art game
4647826795706470844;13;Interactive movie;2;Shooter games
4659628325451051566;43;Party game;1;Platform games
4660120764101793661;11;Graphic adventures;31;Multiplayer online battle arena (MOBA)
4661796322302660524;23;Fantasy;37;Racing
